was_resized,resize_factor,width,height,aspect_ratio,avg_r,std_r,avg_g,std_g,avg_b,std_b,avg_h,std_h,avg_s,std_s,avg_v,std_v,text_block_count,text_area_ratio,text_center_x_norm,text_center_y_norm,text_x_spread,text_y_spread,avg_text_height_ratio,max_text_height_ratio,avg_text_confidence,edge_density,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,hog_mean,hog_std,hog_max,global_contrast,text_density,hist_r_0,hist_r_1,hist_r_2,hist_r_3,hist_g_0,hist_g_1,hist_g_2,hist_g_3,hist_b_0,hist_b_1,hist_b_2,hist_b_3,image_name,attention_score
0,1.0,908,196,4.63265306122449,152.08567270520544,76.09770812248411,97.65281960801941,107.57772791524907,93.76715476939674,109.96481931018467,24.326890227456623,50.202463345966834,146.25549536995416,105.70017490361931,152.21333610536726,76.26729089849545,0,0,0.5,0.5,0,0,0,0,0,0.05042479546884833,0.05095859929875034,0.02973568281938326,0.02188033803829902,0.01424975276454194,0.010147891755821271,0.009378090443225748,0.007546300458509395,0.008990380293086398,0.009243234738829452,0.010254652521801673,0.13442690136784935,0.09852505244627663,0.5346912301535366,0.8593641011835089,0,0.04273802,0.057869956,0.10402994,0.32134992,0.59308976,0.036057044,0.00860267,0.011777398,0.62039804,0.00904657,0.008613908,0.011754923,16.png,4
0,1.0,558,222,2.5135135135135136,94.7997997997998,110.16829096829758,100.04911362975879,107.47434158233129,102.98642190577675,105.7560961712114,80.08342213180923,40.152613775486714,80.22186702831864,77.35848243219502,103.07912751461139,105.8835231985476,0,0,0.5,0.5,0,0,0,0,0,0.09207594691465659,0.028520455939810778,0.026687978300881526,0.012867706416093513,0.00894442829926701,0.006579159804966256,0.0075478704510962575,0.0052310374891020054,0.007927282120830508,0.008032225774161258,0.010817268881785011,0.10311794595304499,0.130936881699153,0.6524610955755679,1.0938365139956152,0,0.5895573,0.008879848,0.014853563,0.026534598,0.5758016,0.020181471,0.015345992,0.024798993,0.51884145,0.07671381,0.015144177,0.022223836,17.png,4
0,1.0,664,148,4.486486486486487,50.422012373819605,68.23573551011827,65.67358962878541,69.10370755892475,75.67826033865191,69.31687426943375,101.71361120156301,16.201347361183835,121.61569928362097,56.95582282090978,76.4584825789645,69.38971186711973,0,0,0.5,0.5,0,0,0,0,0,0.054043878215564965,0.04371540214913709,0.01925268642136112,0.017736486486486486,0.016647671768153696,0.015243406056659069,0.01613887984369912,0.014622679908824487,0.017482090524259197,0.01957831325301205,0.02054501790947574,0.11408688302427585,0.12149881024705722,0.4653125840575024,1.0988174197879954,0,0.6694989,0.12889734,0.03778289,0.026101025,0.44201806,0.24446434,0.106134,0.045313008,0.28078192,0.36526173,0.13189922,0.037518315,18.png,3
0,1.0,912,148,6.162162162162162,144.8895136913229,79.9015135147229,145.31756015884307,78.19395081621528,137.15978396159318,79.9828700719338,50.21624585111427,36.731613721679004,26.308751185395923,27.843131058210258,147.18369932432432,78.71324679237067,0,0,0.5,0.5,0,0,0,0,0,0.10134394262683737,0.03140558321479374,0.026300972024656234,0.014276612138454244,0.010416666666666666,0.00884601706970128,0.01009068278805121,0.01100936462778568,0.018069879089615933,0.020499940730203888,0.023315256045519202,0.1192491125748193,0.11643636425219832,0.46463010453118225,0.5462606212192276,0,0.07717668,0.100980915,0.1581244,0.14576666,0.063396454,0.10075124,0.15733908,0.16283636,0.073057435,0.11203473,0.19581258,0.16395508,19.png,2
0,1.0,730,218,3.3486238532110093,79.1404989317582,91.06138909571735,78.55423526454695,90.8629565958186,77.57154078170164,90.4539558316902,26.175348749528716,44.95362277850423,31.760449918310922,54.21151294168591,79.31181978132462,90.99171752324234,0,0,0.5,0.5,0,0,0,0,0,0.09736709815257007,0.04850446148045746,0.028126178207867288,0.020189770013824306,0.012573834359683298,0.008627623476184492,0.007747894935277114,0.006246072640442378,0.0076033681035566165,0.007113233630765364,0.009852959658162625,0.12470320069067507,0.11057526625597665,0.48705727414265765,1.1557496819838227,0,0.58131206,0.022445645,0.008294583,0.014125926,0.5787483,0.024871182,0.008545934,0.014295589,0.58538395,0.019071259,0.007948976,0.015131331,20.png,0
0,1.0,698,162,4.308641975308642,114.78221726980084,110.63771698203482,116.61933566804628,109.26377287914092,120.16080335349676,106.51336248329179,80.18718384095652,45.402500481901214,49.7039247939439,60.49651798053405,120.97378754112279,106.52253367879239,0,0,0.5,0.5,0,0,0,0,0,0.03987583572110793,0.03203155399908027,0.02079132618769677,0.012893982808022923,0.010320492412182957,0.00922388482082847,0.00918851038239768,0.007472850118504369,0.010391241289044537,0.01300894973292299,0.013875623474477343,0.09944402977579529,0.13374850544106864,0.6229452437631543,0.9388081753487599,0,0.5058014,0.047083378,0.015662033,0.014193993,0.47380522,0.079017654,0.016926669,0.015122573,0.37914324,0.15780537,0.03263292,0.015157947,21.png,0
0,1.0,920,122,7.540983606557377,112.08300962223807,93.22998102582376,124.91202779757663,89.18487366524046,136.2646560940841,83.99840653455887,99.34828937990021,30.19560675699415,89.68035459729151,89.74171782624833,136.5971756949394,84.09209560136522,0,0,0.5,0.5,0,0,0,0,0,0.16994832501781895,0.051238417676407695,0.033401639344262296,0.02185495367070563,0.014388809693513898,0.010361724875267285,0.010112259444048468,0.008472915181753386,0.011457590876692802,0.010192444761225944,0.013070206699928723,0.14193887655501278,0.08735635691973553,0.36544531016045007,0.7312054576638679,0,0.3122238,0.10715431,0.07737883,0.061805062,0.21948503,0.10941732,0.103127226,0.08480934,0.1498129,0.116045974,0.106735565,0.1043211,22.png,0
0,1.0,1000,128,7.8125,120.288640625,89.81295032435244,32.761796875,29.356709889244065,64.2000625,62.59647159581835,122.686015625,73.72888039592935,194.0986328125,37.991618294444876,120.423921875,89.70850708471798,0,0,0.5,0.5,0,0,0,0,0,0.042515625,0.051765625,0.02284375,0.01946875,0.0143125,0.01028125,0.009125,0.0076953125,0.008703125,0.0106875,0.0145078125,0.13148593269315978,0.10241692865294155,0.395869302940768,0.8100909986974613,0,0.2604375,0.07580469,0.1317422,0.09988281,0.5861328,0.06359375,0.3498672,0.00040625,0.51995313,0.07210937,0.026109375,0.038070314,23.png,0
0,1.0,664,210,3.1619047619047618,78.74517355134824,65.54593794984913,76.32805507745267,70.10638284581422,59.14524526678141,67.59321973742824,28.22906626506024,21.505512441337295,131.44244836488812,81.76865884690945,83.82809093516924,67.58015226787663,0,0,0.5,0.5,0,0,0,0,0,0.07842082616179001,0.04106425702811245,0.019829317269076305,0.021493115318416522,0.01985800344234079,0.016351118760757316,0.014551061388410787,0.012507171543316122,0.01435025817555938,0.016666666666666666,0.019879518072289156,0.12850664885399007,0.1061311404362593,0.5320912090418489,0.9037312436389661,0,0.3468015,0.18788727,0.12791164,0.0706397,0.4294392,0.11287292,0.10511331,0.080371484,0.5541882,0.10526391,0.06199082,0.04712421,24.png,1
0,1.0,580,234,2.4786324786324787,43.066990863542586,30.982897809414897,80.94081196581196,54.88798278188706,87.64437076333628,39.11615807528217,97.70562923666373,13.777099945219023,147.53488800471558,32.551194212506445,95.71690981432361,49.163774614996406,0,0,0.5,0.5,0,0,0,0,0,0.052586206896551725,0.03239021514883584,0.020033893309755378,0.01743295019157088,0.012275272620100206,0.00882699675803124,0.00836280577659888,0.0081859711170056,0.010352195697023283,0.01424255820807545,0.01939286766872974,0.13151306093869666,0.10238209107942703,0.4492798430893081,0.6407594412645752,0,0.4990495,0.2920498,0.15226202,0.039426763,0.04879163,0.5241527,0.15736811,0.043228704,0.0073386384,0.26377836,0.4620837,0.11995284,25.png,4
0,1.0,712,200,3.56,96.91030196629214,89.50367763170308,96.63779494382023,85.55410027784296,90.2740308988764,78.17367651071103,66.8783356741573,45.65409278433157,88.0970786516854,64.50535471113653,105.11297050561798,86.32043125140713,0,0,0.5,0.5,0,0,0,0,0,0.0592626404494382,0.03445926966292135,0.017542134831460676,0.015077247191011237,0.010941011235955056,0.009375,0.010337078651685393,0.009241573033707866,0.011088483146067417,0.015042134831460675,0.021875,0.13443256325537647,0.09851732694320328,0.39780374473203306,0.889994001513857,0,0.4333076,0.0795927,0.04898174,0.05044944,0.3954705,0.11754213,0.056320224,0.052155897,0.307191,0.21658006,0.076271065,0.07613062,26.png,4
0,1.0,694,284,2.443661971830986,129.0708182814466,93.88168024882076,118.78881864675083,98.74774938435678,108.65076409465438,103.41888636693861,22.529914356455738,32.76454752110994,78.64619271826928,72.53363782075401,129.15480780939237,93.9933464159879,0,0,0.5,0.5,0,0,0,0,0,0.05237549214595933,0.034937289442708123,0.024191257052400862,0.016403174087754192,0.010994642204813897,0.007169095263221984,0.0071234322360677034,0.005520152615984089,0.007448147095831473,0.007498883792669562,0.009426878272516946,0.11036780811371703,0.12488684758441601,0.6948720555957579,0.808660759675365,0,0.111316316,0.26629156,0.14783151,0.06015343,0.24333827,0.23537768,0.09381215,0.051558632,0.32183808,0.2538357,0.05910318,0.011446198,27.png,2
0,1.0,600,148,4.054054054054054,100.89175675675676,98.30946287416842,100.08038288288289,95.56623288285968,97.4091554054054,94.31663445833891,58.367353603603604,46.821271196594545,55.99796171171171,58.70695266227354,103.69917792792793,96.21104635521661,0,0,0.5,0.5,0,0,0,0,0,0.13376126126126126,0.07212837837837838,0.0278490990990991,0.027195945945945946,0.025506756756756756,0.02096846846846847,0.01730855855855856,0.013299549549549549,0.01286036036036036,0.012015765765765766,0.012556306306306306,0.145058849782329,0.08207135841608755,0.38300932520852793,0.9612715346931922,0,0.4635473,0.061317567,0.041283783,0.026385136,0.4572635,0.068277024,0.045213964,0.030788288,0.47497746,0.068941444,0.038941443,0.035484236,28.png,1
0,1.0,858,178,4.820224719101123,54.68179199078075,73.69616382680692,57.70015845577643,73.34260620572887,55.63426180561012,73.57526314644352,58.674596003247686,31.92314580991549,31.17030722086902,27.696928570000974,57.925146015033654,73.35668828165602,0,0,0.5,0.5,0,0,0,0,0,0.051478484062753724,0.028561326314135303,0.02160105811791205,0.01383541552080878,0.011484769911736204,0.00961865849506299,0.01181215787957361,0.011831801157643854,0.014968177889526204,0.017436683167020246,0.021352243262355623,0.12689472443856248,0.10805325853771176,0.4690276173091744,1.2991098667369874,0,0.6085815,0.20635918,0.030073859,0.015426521,0.5538946,0.24550168,0.046692073,0.013475289,0.5837393,0.23243237,0.030722087,0.013167544,29.png,1
0,1.0,656,92,7.130434782608695,180.0280686638388,89.28067175605634,189.01413374867445,78.51204654410441,198.11333510074232,70.44947028191366,109.09681534994698,23.759026479945664,42.314571182396605,56.25569354744059,198.19217258748674,70.5083057667948,0,0,0.5,0.5,0,0,0,0,0,0.05368504772004242,0.04003181336161188,0.03297322375397667,0.016022667020148464,0.009709703075291622,0.0071082979851537645,0.00893093849416755,0.005832449628844115,0.006743769883351007,0.0073071314952279955,0.0077379374337221635,0.11059309539528081,0.12468738917983535,0.4208992586458429,0.4312453824247279,0,0.02697508,0.26620492,0.030885471,0.0149622215,0.0062798252,0.022451617,0.29241782,0.011847164,0.0010604454,0.006346103,0.038656548,0.27985817,30.png,4
0,1.0,1000,138,7.246376811594203,137.0418115942029,83.43861289208856,112.05722463768116,80.06423033392646,62.77878260869565,78.56380996857796,21.944333333333333,16.912137903547233,166.65164492753624,74.11021348603975,137.11914492753624,83.52814838485396,0,0,0.5,0.5,0,0,0,0,0,0.035934782608695655,0.06122463768115942,0.02822463768115942,0.024768115942028986,0.017797101449275363,0.01291304347826087,0.011282608695652174,0.00782608695652174,0.007644927536231884,0.007101449275362319,0.006942028985507246,0.12781947859130663,0.10695774241263367,0.5096470032465906,0.6963296920970414,0,0.15334782,0.14827536,0.07371014,0.019891305,0.24837682,0.11336232,0.05698551,0.16857971,0.4184058,0.36123914,0.0487029,0.010956522,31.png,2
0,1.0,820,294,2.7891156462585034,46.83652314584371,93.10485484785782,47.04031856645097,93.09147204414057,47.196407831425255,93.07510156666953,7.4220258835241415,27.103110320158947,5.34362037497926,25.513149715315834,47.19925335988054,93.07660866143405,0,0,0.5,0.5,0,0,0,0,0,0.03707068193130911,0.010295337647254023,0.008802057408329185,0.005516840882694541,0.0036543885847021736,0.003592168574746972,0.0035880205740832917,0.0026049444167911065,0.004790940766550522,0.0037622366019578564,0.004902936784469886,0.08621688025190721,0.14263389261754242,0.9029237764370366,1.9808166562769536,0,0.7818442,0.020113654,0.009034346,0.008055417,0.77837235,0.021519827,0.011000498,0.0081134895,0.77612823,0.022814004,0.011801062,0.008188154,32.png,0
0,1.0,470,526,0.8935361216730038,101.0533896933905,108.64396102596481,94.65512094490737,101.79371442065614,37.95861176280236,34.273541799537696,40.76094167138581,40.90025819812142,113.67330717579483,77.98484358537294,101.7532319391635,108.08544250692432,0,0,0.5,0.5,0,0,0,0,0,0.02861014481029043,0.0185381441630936,0.014780357576247877,0.01192460156945231,0.007349728986327967,0.0038022813688212928,0.002799126284281207,0.0021155246339292937,0.0027789013833832213,0.0033613785292452066,0.00436857859396489,0.07449973825476693,0.14908912354351397,0.7009982870491718,1.0655895028532663,0,0.57254267,0.013611359,0.019844674,0.014832943,0.5746906,0.016831163,0.018845562,0.015864411,0.60232586,0.02942723,0.34556267,0.02157188,33.png,0
0,1.0,536,344,1.558139534883721,107.01358035404374,89.57518205246508,109.69048832870531,89.29159928815518,114.80843782540785,88.95496742125147,106.30109445505033,21.491008682693316,49.86205961471711,53.307995288930776,114.80908321763276,88.95459705164461,0,0,0.5,0.5,0,0,0,0,0,0.06747331655675112,0.06224509718847623,0.03228588163832003,0.023754772648385977,0.015500260326275599,0.011253687955570982,0.011107254425546685,0.00837925199583478,0.009458521346754598,0.008341287747309961,0.009783929191253038,0.12303863504156322,0.11242451715302906,0.44412073691691056,0.8160985780283937,0,0.4390023,0.023136498,0.015473143,0.019237027,0.41560006,0.0449334,0.015088077,0.018168604,0.3564843,0.100849316,0.015597883,0.017181534,34.png,4
0,1.0,908,172,5.27906976744186,63.90710480483557,54.1778239377197,33.25202976129495,46.00753845587158,38.59666017826042,50.11400618113848,79.58382850117816,78.24428802131956,169.6627202643172,66.81249406907492,68.16027430591127,53.77573546935941,0,0,0.5,0.5,0,0,0,0,0,0.08076785165454359,0.060310162893146196,0.028698391558241984,0.026367687736912202,0.01832547894682922,0.01237706177645733,0.011711146398934535,0.008157463374654237,0.009559727486937813,0.008612078680463067,0.011160485605982994,0.12967997915620713,0.1046942251356016,0.4672889877817198,1.0933346473481085,0,0.26917067,0.39281324,0.13591076,0.069709815,0.7174918,0.11976232,0.058542926,0.04132517,0.6555617,0.13863206,0.082752794,0.042919528,35.png,4
0,1.0,454,346,1.3121387283236994,159.2879478495582,89.44961033864746,128.1823546637468,74.03083674970746,107.03335158259276,59.32812079042067,51.65302004023325,47.50556530880449,174.55992335311043,43.13951381973284,204.26947365740622,44.20345346158253,0,0,0.5,0.5,0,0,0,0,0,0.04181839016067836,0.048700058567390694,0.025075755646660387,0.01984925262916656,0.014953782689516438,0.01112780423213058,0.00914160576506837,0.007505538438033154,0.008256728883909246,0.009536299050189708,0.010083776832777367,0.1165532555469824,0.11913486639189652,0.551064645248788,0.4391233153010466,0,0.1294021,0.108241454,0.13553895,0.030117644,0.015297548,0.27900997,0.12675384,0.16448525,0.03193196,0.22617835,0.3046332,0.076640524,36.png,4
0,1.0,744,404,1.8415841584158417,204.6541274087086,33.83664879534014,183.08452437985733,40.995710554564695,161.95104399552858,41.88719435464231,37.92787181944001,44.036811026051346,69.19509874374535,36.93656240391767,209.7232879537954,25.63418835202965,0,0,0.5,0.5,0,0,0,0,0,0.053527227722772276,0.07037488022995848,0.030641168955605237,0.02773674544873842,0.019505882039816885,0.014126211008197593,0.01041333972106888,0.009242254870648356,0.00844046098158203,0.00825082508250825,0.0088164058341318,0.15938742374873216,0.04871782964140276,0.28244186632699203,0.19258823799205319,0,0.0,0.00012642394,0.0027081338,0.039640557,2.6615564e-05,0.00049904187,0.042608194,0.07009874,0.00012975087,0.022483498,0.0908489,0.09859736,37.png,4
0,1.0,818,442,1.8506787330316743,94.8904014869066,107.12383798306352,79.99823540475057,86.58629556300657,62.593501421633164,61.92605761718875,94.29670092599763,50.49517454990318,160.30001438228103,62.59989697255475,102.55121751540564,101.00545567941461,0,0,0.5,0.5,0,0,0,0,0,0.03467236057484871,0.03421876555775592,0.018824193209350696,0.014138888581575191,0.011801767914237352,0.00957804600117271,0.009608470057197225,0.008217260949894346,0.011126907035148082,0.012982774452643574,0.015300534357056722,0.11294097753032639,0.12256473131571023,0.6920343159586323,1.0565746891720327,0,0.54932845,0.03265331,0.021664694,0.014443129,0.49553874,0.09539325,0.044330616,0.103085,0.5252879,0.07777771,0.15333724,0.033444334,38.png,3
